#separator:tab
#html:true
#guid column:1
#notetype column:2
#deck column:3
#tags column:9
"wG)&W#eie`"	GRKD-Tegaki	GRKD-Tegaki::1段	祝福	しゅくふく	[sound:祝福 しゅくふく.mp3]	人の幸せを喜んで祈ること		
gQ52Yhu{+!	GRKD-Tegaki	GRKD-Tegaki::1段	九	きゅう	[sound:九 きゅう.mp3]	八の次にくる一桁の数字		
DOSyZZp5r.	GRKD-Tegaki	GRKD-Tegaki::1段	魅力	みりょく	[sound:魅力 みりょく.mp3]	人を惹きつける特別なちから		
sz{xvVN3IU	GRKD-Tegaki	GRKD-Tegaki::1段	指輪	ゆびわ	[sound:指輪 ゆびわ.mp3]	ゆびにはめて飾る丸い装飾品		
v`Wtdc%;~^	GRKD-Tegaki	GRKD-Tegaki::1段	医者	いしゃ	[sound:医者 いしゃ.mp3]	病気を治す専門の仕事の人		
r%<PTbttad	GRKD-Tegaki	GRKD-Tegaki::1段	砂	すな	[sound:砂 すな.mp3]	海岸にある細かい粒の集まり		
"nj1b#|Ngz>"	GRKD-Tegaki	GRKD-Tegaki::1段	霧	きり	[sound:霧 きり.mp3]	空気中で視界が白くぼやける現象		
pp}zlrjlM%	GRKD-Tegaki	GRKD-Tegaki::1段	突破	とっぱ	[sound:突破 とっぱ.mp3]	障害を押し切って進むこと		
Hq/F*Zn}$v	GRKD-Tegaki	GRKD-Tegaki::1段	胸元	むなもと	[sound:胸元 むなもと.mp3]	首の下からむねのあたりの部分		
D9ieFZ8(_>	GRKD-Tegaki	GRKD-Tegaki::1段	惜しい	おしい	[sound:惜しい おしい.mp3]	失うのがもったいなく感じる様子		
e.zb@a.b&J	GRKD-Tegaki	GRKD-Tegaki::1段	商人	しょうにん	[sound:商人 しょうにん.mp3]	物を売って利益を得る仕事のひと		
sf)%-p}eL3	GRKD-Tegaki	GRKD-Tegaki::1段	苦痛	くつう	[sound:苦痛 くつう.mp3]	耐えがたいくるしみやいたみのこと		
AIs$VcAK9/	GRKD-Tegaki	GRKD-Tegaki::1段	眉	まゆ	[sound:眉 まゆ.mp3]	目より上にある毛の生えた部分		
n%KZXQtsSp	GRKD-Tegaki	GRKD-Tegaki::1段	千	せん	[sound:千 せん.mp3]	百の十倍にあたる数の単位		
MZB=}W^4_A	GRKD-Tegaki	GRKD-Tegaki::1段	雷	かみなり	[sound:雷 かみなり.mp3]	空から光と大きな音が鳴る現象		
DIanR.)K^E	GRKD-Tegaki	GRKD-Tegaki::1段	拒否	きょひ	[sound:拒否 きょひ.mp3]	相手の申し出を断ること		
C/$RG;Sv28	GRKD-Tegaki	GRKD-Tegaki::1段	流石に	さすがに	[sound:流石に さすがに.mp3]	やはりと思わせる納得の言葉		
nWNc1C~l2K	GRKD-Tegaki	GRKD-Tegaki::1段	歓迎	かんげい	[sound:歓迎 かんげい.mp3]	訪ねて来た人を喜んでむかえること		
MseqzT@[!d	GRKD-Tegaki	GRKD-Tegaki::1段	演技	えんぎ	[sound:演技 えんぎ.mp3]	役になりきって見せる芸術		
t]$R~$mFZ|	GRKD-Tegaki	GRKD-Tegaki::1段	柄	がら	[sound:柄 がら.mp3]	布や紙に描かれた模様の種類		
yNjDUL)mEi	GRKD-Tegaki	GRKD-Tegaki::1段	牙	きば	[sound:牙 きば.mp3]	動物の口の中にある鋭い突起		
w`GUP&I2e]	GRKD-Tegaki	GRKD-Tegaki::1段	解除	かいじょ	[sound:解除 かいじょ.mp3]	制限や設定を元に戻すこと		
706nW{rpG	GRKD-Tegaki	GRKD-Tegaki::1段	乙女	おとめ	[sound:乙女 おとめ.mp3]	若くて美しいむすめのこと		
i+Ca7<q%Sk	GRKD-Tegaki	GRKD-Tegaki::1段	三日	みっか	[sound:三日 みっか.mp3]	いちから数えてみっつめのひ		
"o5<vOM#-Te"	GRKD-Tegaki	GRKD-Tegaki::1段	充分	じゅうぶん	[sound:充分 じゅうぶん.mp3]	足りていて不足がない様子		
CtX;T/RUZL	GRKD-Tegaki	GRKD-Tegaki::1段	冷える	ひえる	[sound:冷える ひえる.mp3]	温度が下がって低く感じる様子		
L.v-%YK&Sh	GRKD-Tegaki	GRKD-Tegaki::1段	変更	へんこう	[sound:変更 へんこう.mp3]	今までの内容を別のものにすること		
"QEx3xX#F1H"	GRKD-Tegaki	GRKD-Tegaki::1段	除く	のぞく	[sound:除く のぞく.mp3]	全体からいらない物を外に出す		
IuGR|:n<pE	GRKD-Tegaki	GRKD-Tegaki::1段	陥る	おちいる	[sound:陥る おちいる.mp3]	悪い状況や罠にはまること		
B[nwo5n@FU	GRKD-Tegaki	GRKD-Tegaki::1段	怪物	かいぶつ	[sound:怪物 かいぶつ.mp3]	人間ではない恐ろしい生きもの		
I~8Ff[zS~,	GRKD-Tegaki	GRKD-Tegaki::1段	削る	けずる	[sound:削る けずる.mp3]	表面を刃物で薄く取り除くこと		
D&5DZknU|6	GRKD-Tegaki	GRKD-Tegaki::1段	報酬	ほうしゅう	[sound:報酬 ほうしゅう.mp3]	仕事をした見返りにもらう物		
jZ.G^Pj|j=	GRKD-Tegaki	GRKD-Tegaki::1段	尻尾	しっぽ	[sound:尻尾 しっぽ.mp3]	動物の後ろにある長い部分		
I%Dr*S&8>Q	GRKD-Tegaki	GRKD-Tegaki::1段	王宮	おうきゅう	[sound:王宮 おうきゅう.mp3]	国のトップが住む立派な建物		
OeI!%onjg4	GRKD-Tegaki	GRKD-Tegaki::1段	相応しい	ふさわしい	[sound:相応しい ふさわしい.mp3]	条件や場面にちょうど合っている		
h1G@z^$H&)	GRKD-Tegaki	GRKD-Tegaki::1段	務める	つとめる	[sound:務める つとめる.mp3]	与えられた役割を誠実に果たす		
ptM?@WZ]Bw	GRKD-Tegaki	GRKD-Tegaki::1段	浅い	あさい	[sound:浅い あさい.mp3]	深さが少なく底が近い様子		
j$`AzrLC`b	GRKD-Tegaki	GRKD-Tegaki::1段	上下	じょうげ	[sound:上下 じょうげ.mp3]	高い位置と低い位置の両方		
oz4$FfUUz?	GRKD-Tegaki	GRKD-Tegaki::1段	唱える	となえる	[sound:唱える となえる.mp3]	声に出して言葉を繰り返す		
vqK-+t@5%c	GRKD-Tegaki	GRKD-Tegaki::1段	付近	ふきん	[sound:付近 ふきん.mp3]	ある場所の周辺あたりのこと		
D(S6f=iyz[	GRKD-Tegaki	GRKD-Tegaki::1段	お母様	おかあさま	[sound:お母様 おかあさま.mp3]	家族の中心で子供を育てる女性		
gu-+JR[z=y	GRKD-Tegaki	GRKD-Tegaki::1段	崩壊	ほうかい	[sound:崩壊 ほうかい.mp3]	建物や組織がこわれてしまうこと		
mLtYdjFrzI	GRKD-Tegaki	GRKD-Tegaki::1段	特徴	とくちょう	[sound:特徴 とくちょう.mp3]	他と違うはっきりした性質		
RhG|gQehI+	GRKD-Tegaki	GRKD-Tegaki::1段	推測	すいそく	[sound:推測 すいそく.mp3]	情報をもとに可能性を考えること		
"y!#Am0I4g{"	GRKD-Tegaki	GRKD-Tegaki::1段	逸らす	そらす	[sound:逸らす そらす.mp3]	視線や話題を別の方向に向ける		
"fQC#N.~EiE"	GRKD-Tegaki	GRKD-Tegaki::1段	陣	じん	[sound:陣 じん.mp3]	戦いのために人を配置した隊列		
tgu1FP`p]K	GRKD-Tegaki	GRKD-Tegaki::1段	幻	まぼろし	[sound:幻 まぼろし.mp3]	実際にはないのにあるように見えるもの		
rQBvhm8on1	GRKD-Tegaki	GRKD-Tegaki::1段	柱	はしら	[sound:柱 はしら.mp3]	家の天井を支える縦の部材		
oxiH_JM2y6	GRKD-Tegaki	GRKD-Tegaki::1段	消滅	しょうめつ	[sound:消滅 しょうめつ.mp3]	完全に姿をけして存在しなくなる		
KM{|77>cUD	GRKD-Tegaki	GRKD-Tegaki::1段	規模	きぼ	[sound:規模 きぼ.mp3]	計画の大きさや広がりの程度		
d-p;ILHo%H	GRKD-Tegaki	GRKD-Tegaki::1段	訪ねる	たずねる	[sound:訪ねる たずねる.mp3]	人の家や場所に行って会うこと		
lJ$uZfwFmZ	GRKD-Tegaki	GRKD-Tegaki::1段	値段	ねだん	[sound:値段 ねだん.mp3]	商品に付けられた金額のこと		
BK^lI*8;Wz	GRKD-Tegaki	GRKD-Tegaki::1段	拍手	はくしゅ	[sound:拍手 はくしゅ.mp3]	てのひらを打ち合わせて音を出す		
O-!s}li0}@	GRKD-Tegaki	GRKD-Tegaki::1段	兄様	にいさま	[sound:兄様 にいさま.mp3]	自分より年上の男の家族のこと		
dHfz:lV{6u	GRKD-Tegaki	GRKD-Tegaki::1段	聴く	きく	[sound:聴く きく.mp3]	心を込めて注意して耳で感じる		
PGW>:?)N,?	GRKD-Tegaki	GRKD-Tegaki::1段	添える	そえる	[sound:添える そえる.mp3]	主なものに寄りそうように加える		
"MmIKfG#6g>"	GRKD-Tegaki	GRKD-Tegaki::1段	故郷	こきょう	[sound:故郷 こきょう.mp3]	生まれ育った懐かしい土地		
zD=sUGmx5E	GRKD-Tegaki	GRKD-Tegaki::1段	仮面	かめん	[sound:仮面 かめん.mp3]	顔の前に付けて変装する道具		
cwz*`MR_?*	GRKD-Tegaki	GRKD-Tegaki::1段	腐る	くさる	[sound:腐る くさる.mp3]	食べ物が悪くなって使えなくなる		
OW{7Jo9u$E	GRKD-Tegaki	GRKD-Tegaki::1段	伴う	ともなう	[sound:伴う ともなう.mp3]	物事に一緒について起こること		
mD&ukfI/PM	GRKD-Tegaki	GRKD-Tegaki::1段	帯びる	おびる	[sound:帯びる おびる.mp3]	身に付けたり性格の一部になる		
tEa|o_oLl.	GRKD-Tegaki	GRKD-Tegaki::1段	小声	こごえ	[sound:小声 こごえ.mp3]	周りに聞こえないくらいのこえ		
k:*OY=1)Cp	GRKD-Tegaki	GRKD-Tegaki::1段	枝	えだ	[sound:枝 えだ.mp3]	木の幹から分かれて伸びる部分		
xK|y)WU?}C	GRKD-Tegaki	GRKD-Tegaki::1段	遭遇	そうぐう	[sound:遭遇 そうぐう.mp3]	偶然に人や出来事に出会うこと		
"Muf<#5p:l]"	GRKD-Tegaki	GRKD-Tegaki::1段	淡い	あわい	[sound:淡い あわい.mp3]	色や感情が強すぎず薄い様子		
d0,].bZ}rW	GRKD-Tegaki	GRKD-Tegaki::1段	季節	きせつ	[sound:季節 きせつ.mp3]	春から冬までの一年の区分		
q,4GEG{K5Q	GRKD-Tegaki	GRKD-Tegaki::1段	捕らえる	とらえる	[sound:捕らえる とらえる.mp3]	動くものをしっかりと掴まえること		
gm>4lh}/i8	GRKD-Tegaki	GRKD-Tegaki::1段	巡る	めぐる	[sound:巡る めぐる.mp3]	ある場所の周りを回って進む		
PV*HkO3AAd	GRKD-Tegaki	GRKD-Tegaki::1段	蛇	へび	[sound:蛇 へび.mp3]	細長い体で這って移動する動物		
u7;KIaOrQI	GRKD-Tegaki	GRKD-Tegaki::1段	正義	せいぎ	[sound:正義 せいぎ.mp3]	ただしいとされる道筋のこと		
c_`cV}a*w&	GRKD-Tegaki	GRKD-Tegaki::1段	歓声	かんせい	[sound:歓声 かんせい.mp3]	嬉しさのあまり上がる大きなこえ		
OC_]$)1<)K	GRKD-Tegaki	GRKD-Tegaki::1段	継ぐ	つぐ	[sound:継ぐ つぐ.mp3]	先代の仕事や立場を引き受ける		
MVN[pz{AcU	GRKD-Tegaki	GRKD-Tegaki::1段	丸	まる	[sound:丸 まる.mp3]	縁が曲線で囲まれた形		
eAISo<iCpy	GRKD-Tegaki	GRKD-Tegaki::1段	跡	あと	[sound:跡 あと.mp3]	何かがあった後に残る印		
w|UvN1OwX*	GRKD-Tegaki	GRKD-Tegaki::1段	領地	りょうち	[sound:領地 りょうち.mp3]	支配下にあるとちの区域		
MbeM|M<vJz	GRKD-Tegaki	GRKD-Tegaki::1段	淡々	たんたん	[sound:淡々 たんたん.mp3]	感情を見せずに落ち着いた様子		
yP14>p|zI=	GRKD-Tegaki	GRKD-Tegaki::1段	吐息	といき	[sound:吐息 といき.mp3]	苦しそうに口から出る空気		
PsBY7baBbV	GRKD-Tegaki	GRKD-Tegaki::1段	指す	さす	[sound:指す さす.mp3]	方向を示すために手を伸ばす		
"X,@:`Z#[o"	GRKD-Tegaki	GRKD-Tegaki::1段	本音	ほんね	[sound:本音 ほんね.mp3]	心の中でほんとうに思っていること		
I_s3T@FO~t	GRKD-Tegaki	GRKD-Tegaki::1段	鈍い	にぶい	[sound:鈍い にぶい.mp3]	感覚や動きが遅く鋭さがない状態		
lO%4?UB4r.	GRKD-Tegaki	GRKD-Tegaki::1段	教わる	おそわる	[sound:教わる おそわる.mp3]	先生から知識や技術を習うこと		
hnOwUWSPFl	GRKD-Tegaki	GRKD-Tegaki::1段	叱る	しかる	[sound:叱る しかる.mp3]	悪い行動に対して厳しく注意する		
"Geo#t_y,j)"	GRKD-Tegaki	GRKD-Tegaki::1段	堪える	こらえる	[sound:堪える こらえる.mp3]	辛さや痛みを我慢して耐える		
r(wxQeZu;z	GRKD-Tegaki	GRKD-Tegaki::1段	数える	かぞえる	[sound:数える かぞえる.mp3]	物のかずを順番に調べること		
sKiC5eKDZT	GRKD-Tegaki	GRKD-Tegaki::1段	欲望	よくぼう	[sound:欲望 よくぼう.mp3]	強いほしがる気持ちのこと		
kc2;MN[tG3	GRKD-Tegaki	GRKD-Tegaki::1段	仕える	つかえる	[sound:仕える つかえる.mp3]	目上の人のために働くこと		
quG++(7Hy?	GRKD-Tegaki	GRKD-Tegaki::1段	豊か	ゆたか	[sound:豊か ゆたか.mp3]	足りていて余裕がある様子		
k;$m_tZ*(8	GRKD-Tegaki	GRKD-Tegaki::1段	探索	たんさく	[sound:探索 たんさく.mp3]	未知の場所や物をさがし求める		
Ma`Cj/SN2?	GRKD-Tegaki	GRKD-Tegaki::1段	積極的	せっきょくてき	[sound:積極的 せっきょくてき.mp3]	自分から進んで行動する様子		
"i#(5i%hy%:"	GRKD-Tegaki	GRKD-Tegaki::1段	針	はり	[sound:針 はり.mp3]	糸を通して布を縫うための細い道具		
"H~NL6:g,}#"	GRKD-Tegaki	GRKD-Tegaki::1段	酔う	よう	[sound:酔う よう.mp3]	お酒を飲んでふらふらになる		
m:S-fNV0na	GRKD-Tegaki	GRKD-Tegaki::1段	排除	はいじょ	[sound:排除 はいじょ.mp3]	不要なものをとりのぞいて外にやる		
Oq)SbY8g<@	GRKD-Tegaki	GRKD-Tegaki::1段	髪の毛	かみのけ	[sound:髪の毛 かみのけ.mp3]	頭の上に生える細い線状のもの		
G|]fB.~N]R	GRKD-Tegaki	GRKD-Tegaki::1段	成績	せいせき	[sound:成績 せいせき.mp3]	学習や仕事の結果を示す評価		
"K2[;X%`y#4"	GRKD-Tegaki	GRKD-Tegaki::1段	姉妹	しまい	[sound:姉妹 しまい.mp3]	同じ親から生まれた女性の間柄		
iu=9vXO|Tl	GRKD-Tegaki	GRKD-Tegaki::1段	時折	ときおり	[sound:時折 ときおり.mp3]	頻繁ではないがたまにある様子		
bn5acM<-6u	GRKD-Tegaki	GRKD-Tegaki::1段	初	はつ	[sound:初 はつ.mp3]	物事のさいしょにあたること		
"ce@d:]#]s!"	GRKD-Tegaki	GRKD-Tegaki::1段	散々	さんざん	[sound:散々 さんざん.mp3]	非常にひどい状況で大変な様子		
b,Sq!ox~bJ	GRKD-Tegaki	GRKD-Tegaki::1段	危うい	あやうい	[sound:危うい あやうい.mp3]	悪い結果になりそうな様子		
lX[^,UEtR1	GRKD-Tegaki	GRKD-Tegaki::1段	倉庫	そうこ	[sound:倉庫 そうこ.mp3]	物を大量に保管するための建物		
v^/8W7|KVA	GRKD-Tegaki	GRKD-Tegaki::1段	懐	ふところ	[sound:懐 ふところ.mp3]	着物の胸のあたりの内側の部分		
:m;!$S2L8	GRKD-Tegaki	GRKD-Tegaki::1段	肝心	かんじん	[sound:肝心 かんじん.mp3]	いちばん大事なまんなかの部分		
B7g$9Z^B`<	GRKD-Tegaki	GRKD-Tegaki::1段	秋	あき	[sound:秋 あき.mp3]	夏の次に来る涼しい季節		
fbGIRl6Tj%	GRKD-Tegaki	GRKD-Tegaki::1段	時刻	じこく	[sound:時刻 じこく.mp3]	一日の中のある一点の瞬間		
P(2^EmtZ.	GRKD-Tegaki	GRKD-Tegaki::1段	凄まじい	すさまじい	[sound:凄まじい すさまじい.mp3]	勢いがとても激しい様子		
vqj(ht|Uy0	GRKD-Tegaki	GRKD-Tegaki::1段	曲がる	まがる	[sound:曲がる まがる.mp3]	一直線ではなく折れまがる		
Cx[x9X_Doq	GRKD-Tegaki	GRKD-Tegaki::1段	液体	えきたい	[sound:液体 えきたい.mp3]	流れる性質を持つ物質の状態		
J62@VFsU$c	GRKD-Tegaki	GRKD-Tegaki::1段	狩り	かり	[sound:狩り かり.mp3]	野生の動物を追いかけて捕まえる		
cF`Gz!Itkh	GRKD-Tegaki	GRKD-Tegaki::1段	要る	いる	[sound:要る いる.mp3]	ないと困るのでひつようとすること		
KxHv:|5d@R	GRKD-Tegaki	GRKD-Tegaki::1段	落下	らっか	[sound:落下 らっか.mp3]	高い場所から低い場所へおちること		
GiQQ;3&}B<	GRKD-Tegaki	GRKD-Tegaki::1段	棚	たな	[sound:棚 たな.mp3]	物をのせる板状の家具		
eUrxe^JBAP	GRKD-Tegaki	GRKD-Tegaki::1段	呪文	じゅもん	[sound:呪文 じゅもん.mp3]	魔法を使うための特別な言葉		
A=Lv=}roJR	GRKD-Tegaki	GRKD-Tegaki::1段	幽霊	ゆうれい	[sound:幽霊 ゆうれい.mp3]	死んだ人の魂が現れた姿		
h}{*6p?no*	GRKD-Tegaki	GRKD-Tegaki::1段	皮	かわ	[sound:皮 かわ.mp3]	動物や果物の表面を覆う薄い膜		
ryyR`W+wk,	GRKD-Tegaki	GRKD-Tegaki::1段	暖かい	あたたかい	[sound:暖かい あたたかい.mp3]	寒すぎず熱すぎない快適な温度		
"C7^i#`7]Re"	GRKD-Tegaki	GRKD-Tegaki::1段	侍女	じじょ	[sound:侍女 じじょ.mp3]	貴族に仕えるおんなのこと		
w+ca8.b6@f	GRKD-Tegaki	GRKD-Tegaki::1段	美味い	うまい	[sound:美味い うまい.mp3]	食べてとても満足できる舌触り		
d1:STj[/.o	GRKD-Tegaki	GRKD-Tegaki::1段	詳細	しょうさい	[sound:詳細 しょうさい.mp3]	ある事柄のこまかな部分までの中身		
t<+QYjcs.5	GRKD-Tegaki	GRKD-Tegaki::1段	微か	かすか	[sound:微か かすか.mp3]	ほとんど感じられないほどの小ささ		
d7aSXHzCGq	GRKD-Tegaki	GRKD-Tegaki::1段	葉	は	[sound:葉 は.mp3]	木の枝先につく薄い緑の部分		
lJn%nJ[hl2	GRKD-Tegaki	GRKD-Tegaki::1段	裸	はだか	[sound:裸 はだか.mp3]	衣服を身に着けていない状態		
g]MPjZ>;Gk	GRKD-Tegaki	GRKD-Tegaki::1段	自宅	じたく	[sound:自宅 じたく.mp3]	じぶんが住んでいる家のこと		
hRkKLljIJW	GRKD-Tegaki	GRKD-Tegaki::1段	足取り	あしどり	[sound:足取り あしどり.mp3]	歩く時のあしの動きの様子		
C`<?W>+7NF	GRKD-Tegaki	GRKD-Tegaki::1段	被る	かぶる	[sound:被る かぶる.mp3]	帽子などを頭の上に乗せる		
Q^4`(}_q!f	GRKD-Tegaki	GRKD-Tegaki::1段	器	うつわ	[sound:器 うつわ.mp3]	物を入れるための入れ物全般		
y7r9o|Q:k}	GRKD-Tegaki	GRKD-Tegaki::1段	世間	せけん	[sound:世間 せけん.mp3]	一般の人々が暮らす社会の中		
F*SCVmfy&:	GRKD-Tegaki	GRKD-Tegaki::1段	慰める	なぐさめる	[sound:慰める なぐさめる.mp3]	悲しむ人に優しい言葉をかける		
w</6_!%8s3	GRKD-Tegaki	GRKD-Tegaki::1段	羽	はね	[sound:羽 はね.mp3]	鳥の体に生えている軽い器官		
x~y4ZoOC.E	GRKD-Tegaki	GRKD-Tegaki::1段	見据える	みすえる	[sound:見据える みすえる.mp3]	じっと相手をみつめて離さない		
Igt`<RO;)(	GRKD-Tegaki	GRKD-Tegaki::1段	憎む	にくむ	[sound:憎む にくむ.mp3]	相手を強く嫌い嫌悪すること		
GoNE%Z=Ti|	GRKD-Tegaki	GRKD-Tegaki::1段	裾	すそ	[sound:裾 すそ.mp3]	着物や服の下の端部分		
I3nw_?;}C<	GRKD-Tegaki	GRKD-Tegaki::1段	滅ぼす	ほろぼす	[sound:滅ぼす ほろぼす.mp3]	完全に存在をなくすこと		
kVGsL_Ys2|	GRKD-Tegaki	GRKD-Tegaki::1段	旅行	りょこう	[sound:旅行 りょこう.mp3]	観光のために遠くへ出かける		
q[B9|}p@{S	GRKD-Tegaki	GRKD-Tegaki::1段	故	ゆえ	[sound:故 ゆえ.mp3]	そうである理由や事情のこと		
FNb9/$bbg8	GRKD-Tegaki	GRKD-Tegaki::1段	住人	じゅうにん	[sound:住人 じゅうにん.mp3]	その場所にすんでいるひとびと		
K8WtOt%MI%	GRKD-Tegaki	GRKD-Tegaki::1段	世界中	せかいじゅう	[sound:世界中 せかいじゅう.mp3]	地球全体のあらゆる場所		
f!*1mQBag+	GRKD-Tegaki	GRKD-Tegaki::1段	欠ける	かける	[sound:欠ける かける.mp3]	あるべき一部がなくなること		
pD&eyLv.Q~	GRKD-Tegaki	GRKD-Tegaki::1段	評判	ひょうばん	[sound:評判 ひょうばん.mp3]	世間の人々の良い悪いの噂の内容		
sbyQ*Da^om	GRKD-Tegaki	GRKD-Tegaki::1段	等	とう	[sound:等 とう.mp3]	同じ種類のものをまとめた分類		
qF3^j{w$}b	GRKD-Tegaki	GRKD-Tegaki::1段	手放す	てばなす	[sound:手放す てばなす.mp3]	持っていたものを腕から離す		
q5$JnK@[&l	GRKD-Tegaki	GRKD-Tegaki::1段	購入	こうにゅう	[sound:購入 こうにゅう.mp3]	お金を払って品物を買うこと		
gh_s5xg41;	GRKD-Tegaki	GRKD-Tegaki::1段	備える	そなえる	[sound:備える そなえる.mp3]	将来のために必要なものを用意する		
z5Hm$`!qo	GRKD-Tegaki	GRKD-Tegaki::1段	新鮮	しんせん	[sound:新鮮 しんせん.mp3]	とれたてで生き生きしている様子		
h=wEV18X)V	GRKD-Tegaki	GRKD-Tegaki::1段	餌	えさ	[sound:餌 えさ.mp3]	動物に与える食べ物のこと		
BL]&od+mkX	GRKD-Tegaki	GRKD-Tegaki::1段	桜	さくら	[sound:桜 さくら.mp3]	春に美しい花を咲かせる木		
IPEjp+?7OB	GRKD-Tegaki	GRKD-Tegaki::1段	不足	ふそく	[sound:不足 ふそく.mp3]	必要な量にたりていないこと		
"gej#!9jwZh"	GRKD-Tegaki	GRKD-Tegaki::1段	修行	しゅぎょう	[sound:修行 しゅぎょう.mp3]	厳しい鍛錬を積んで技を磨くこと		
"Q6>[=~wr*#"	GRKD-Tegaki	GRKD-Tegaki::1段	載る	のる	[sound:載る のる.mp3]	物の上に乗った状態になる		
"GW5p29#Ru#"	GRKD-Tegaki	GRKD-Tegaki::1段	校舎	こうしゃ	[sound:校舎 こうしゃ.mp3]	がっこうの中にある建物全般		
mUr:8}6EWW	GRKD-Tegaki	GRKD-Tegaki::1段	述べる	のべる	[sound:述べる のべる.mp3]	自分の考えを言葉で伝えること		
OR%}[(`tmo	GRKD-Tegaki	GRKD-Tegaki::1段	罰	ばつ	[sound:罰 ばつ.mp3]	悪いことをした時に受ける制裁		
sG~>7]mc+h	GRKD-Tegaki	GRKD-Tegaki::1段	早々	そうそう	[sound:早々 そうそう.mp3]	すぐにその行動を開始する様子		
xnJ.p(4@KD	GRKD-Tegaki	GRKD-Tegaki::1段	王妃	おうひ	[sound:王妃 おうひ.mp3]	国のトップの妻になる女性の位		
FW6_tNR?Vb	GRKD-Tegaki	GRKD-Tegaki::1段	灰色	はいいろ	[sound:灰色 はいいろ.mp3]	白と黒の中間の濃淡のこと		
"g_)gP`!6#c"	GRKD-Tegaki	GRKD-Tegaki::1段	賭ける	かける	[sound:賭ける かける.mp3]	勝敗に金やものをかけて争う		
v<,Us2E3iN	GRKD-Tegaki	GRKD-Tegaki::1段	薄暗い	うすぐらい	[sound:薄暗い うすぐらい.mp3]	光が足りず全体がくらい様子		
wMK!w9F5pb	GRKD-Tegaki	GRKD-Tegaki::1段	負担	ふたん	[sound:負担 ふたん.mp3]	責任や費用で重くのしかかるもの		
wGsaMD0v)_	GRKD-Tegaki	GRKD-Tegaki::1段	固定	こてい	[sound:固定 こてい.mp3]	動かないようにしっかり止めること		
vL|(-JbW(9	GRKD-Tegaki	GRKD-Tegaki::1段	方が良い	ほうがいい	[sound:方が良い ほうがいい.mp3]	複数の選択肢でもっと推奨される様子		
g@Ljs/iQJk	GRKD-Tegaki	GRKD-Tegaki::1段	袖	そで	[sound:袖 そで.mp3]	衣服の腕を通すための筒部分		
H^m?9[URB_	GRKD-Tegaki	GRKD-Tegaki::1段	提供	ていきょう	[sound:提供 ていきょう.mp3]	相手に必要な物を差し出すこと		
K336J>TeyW	GRKD-Tegaki	GRKD-Tegaki::1段	木々	きぎ	[sound:木々 きぎ.mp3]	森の中にたくさん生えている植物		
"B<#m)9~KNQ"	GRKD-Tegaki	GRKD-Tegaki::1段	沢山	たくさん	[sound:沢山 たくさん.mp3]	数や量が非常に多い様子		
m9~>h3o)6g	GRKD-Tegaki	GRKD-Tegaki::1段	単語	たんご	[sound:単語 たんご.mp3]	言葉の最小のまとまりの一つ一つ		
BQ~Z=hte_2	GRKD-Tegaki	GRKD-Tegaki::1段	所詮	しょせん	[sound:所詮 しょせん.mp3]	結局そうなると諦める気持ち		
CBHck&MT1~	GRKD-Tegaki	GRKD-Tegaki::1段	確率	かくりつ	[sound:確率 かくりつ.mp3]	物事が起こる可能性の数値		
fj|:1_YyQz	GRKD-Tegaki	GRKD-Tegaki::1段	困難	こんなん	[sound:困難 こんなん.mp3]	解決するのがむずかしい状態		
f39BL.7u->	GRKD-Tegaki	GRKD-Tegaki::1段	塗る	ぬる	[sound:塗る ぬる.mp3]	壁や板に液体を伸ばして付ける		
yRhv$E5!mI	GRKD-Tegaki	GRKD-Tegaki::1段	深呼吸	しんこきゅう	[sound:深呼吸 しんこきゅう.mp3]	大きく息をすって吐く行為		
Ft=.w(Xj=f	GRKD-Tegaki	GRKD-Tegaki::1段	絞る	しぼる	[sound:絞る しぼる.mp3]	力を入れて水分を取り出す		
iyVj[/,V|~	GRKD-Tegaki	GRKD-Tegaki::1段	旦那	だんな	[sound:旦那 だんな.mp3]	結婚した相手の男性を呼ぶ言葉		
l{@6hC.DM}	GRKD-Tegaki	GRKD-Tegaki::1段	漫画	まんが	[sound:漫画 まんが.mp3]	絵とセリフで物語を表現するもの		
dQD3vd0uEU	GRKD-Tegaki	GRKD-Tegaki::1段	興味深い	きょうみぶかい	[sound:興味深い きょうみぶかい.mp3]	知りたい気持ちが強く湧く様子		
"C#WY`f<!jq"	GRKD-Tegaki	GRKD-Tegaki::1段	成立	せいりつ	[sound:成立 せいりつ.mp3]	物事がうまくでき上がること		
t:cL~(U|Kv	GRKD-Tegaki	GRKD-Tegaki::1段	誘導	ゆうどう	[sound:誘導 ゆうどう.mp3]	目的の場所や方向へみちびくこと		
E!t2~,q!/.	GRKD-Tegaki	GRKD-Tegaki::1段	忠告	ちゅうこく	[sound:忠告 ちゅうこく.mp3]	相手のためになる助言をすること		
u+0Eh0%>wf	GRKD-Tegaki	GRKD-Tegaki::1段	一般	いっぱん	[sound:一般 いっぱん.mp3]	特別でなく広く当てはまる様子		
q*g9Q?_`v]	GRKD-Tegaki	GRKD-Tegaki::1段	済み	ずみ	[sound:済み ずみ.mp3]	終わった状態であることの意味		
IfT${P?>CQ	GRKD-Tegaki	GRKD-Tegaki::1段	肯定	こうてい	[sound:肯定 こうてい.mp3]	相手の意見に同意すること		
